project name,compile,flaky tests,total tests,successful tests,failed tests,errored tests,skipped tests,time (minutes)
github.com/openhab/openhab-addons:org.openhab.binding.generacmobilelink,T,error,0,0,0,0,0,164
github.com/openhab/openhab-addons:org.openhab.transform.map,T,error,0,0,0,0,0,165
github.com/openhab/openhab-addons:org.openhab.binding.globalcache,T,error,0,0,0,0,0,167
github.com/openhab/openhab-addons:org.openhab.binding.goecharger,T,error,0,0,0,0,0,168
github.com/openhab/openhab-addons:org.openhab.binding.govee,T,error,0,0,0,0,0,169
github.com/openhab/openhab-addons:org.openhab.binding.gpio,T,error,0,0,0,0,0,170
github.com/openhab/openhab-addons:org.openhab.binding.gpstracker,T,error,0,0,0,0,0,171
github.com/openhab/openhab-addons:org.openhab.binding.gree,T,error,0,0,0,0,0,173
github.com/openhab/openhab-addons:org.openhab.binding.groheondus,T,error,0,0,0,0,0,174
github.com/openhab/openhab-addons:org.openhab.binding.groupepsa,T,error,0,0,0,0,0,175
github.com/openhab/openhab-addons:org.openhab.binding.growatt,T,error,0,0,0,0,0,176
github.com/openhab/openhab-addons:org.openhab.binding.guntamatic,T,error,0,0,0,0,0,178
github.com/openhab/openhab-addons:org.openhab.binding.haassohnpelletstove,T,error,0,0,0,0,0,179
github.com/openhab/openhab-addons:org.openhab.binding.harmonyhub,T,error,0,0,0,0,0,180
github.com/openhab/openhab-addons:org.openhab.binding.haywardomnilogic,T,error,0,0,0,0,0,181
github.com/openhab/openhab-addons:org.openhab.binding.hccrubbishcollection,T,error,0,0,0,0,0,182
github.com/openhab/openhab-addons:org.openhab.binding.hdanywhere,T,error,0,0,0,0,0,184
github.com/openhab/openhab-addons:org.openhab.binding.hdpowerview,T,error,0,0,0,0,0,185
github.com/openhab/openhab-addons:org.openhab.binding.helios,T,error,0,0,0,0,0,186
github.com/openhab/openhab-addons:org.openhab.binding.heliosventilation,T,error,0,0,0,0,0,187
github.com/openhab/openhab-addons:org.openhab.binding.heos,T,error,0,0,0,0,0,189
github.com/openhab/openhab-addons:org.openhab.binding.herzborg,T,error,0,0,0,0,0,190
github.com/openhab/openhab-addons:org.openhab.binding.homeconnect,T,error,0,0,0,0,0,192
github.com/openhab/openhab-addons:org.openhab.binding.homematic,T,error,0,0,0,0,0,193
github.com/openhab/openhab-addons:org.openhab.binding.homewizard,T,error,0,0,0,0,0,195
github.com/openhab/openhab-addons:org.openhab.binding.hpprinter,T,error,0,0,0,0,0,196
github.com/openhab/openhab-addons:org.openhab.binding.http,T,error,0,0,0,0,0,197
github.com/openhab/openhab-addons:org.openhab.binding.hue,T,error,0,0,0,0,0,199
github.com/openhab/openhab-addons:org.openhab.binding.hydrawise,T,error,0,0,0,0,0,200
github.com/openhab/openhab-addons:org.openhab.binding.hyperion,T,error,0,0,0,0,0,201
github.com/openhab/openhab-addons:org.openhab.binding.iammeter,T,error,0,0,0,0,0,203
github.com/openhab/openhab-addons:org.openhab.binding.iaqualink,T,error,0,0,0,0,0,204
github.com/openhab/openhab-addons:org.openhab.binding.icalendar,T,error,0,0,0,0,0,205
github.com/openhab/openhab-addons:org.openhab.binding.icloud,T,error,0,0,0,0,0,206
github.com/openhab/openhab-addons:org.openhab.binding.ihc,T,error,0,0,0,0,0,208
github.com/openhab/openhab-addons:org.openhab.binding.insteon,T,error,0,0,0,0,0,210
github.com/openhab/openhab-addons:org.openhab.binding.intesis,T,error,0,0,0,0,0,211
github.com/openhab/openhab-addons:org.openhab.binding.ipcamera,T,error,0,0,0,0,0,212
github.com/openhab/openhab-addons:org.openhab.binding.ipobserver,T,error,0,0,0,0,0,214
github.com/openhab/openhab-addons:org.openhab.binding.ipp,T,error,0,0,0,0,0,215
github.com/openhab/openhab-addons:org.openhab.binding.irobot,T,error,0,0,0,0,0,216
github.com/openhab/openhab-addons:org.openhab.binding.irtrans,T,error,0,0,0,0,0,217
github.com/openhab/openhab-addons:org.openhab.binding.ism8,T,error,0,0,0,0,0,218
github.com/openhab/openhab-addons:org.openhab.binding.jablotron,T,error,0,0,0,0,0,220
github.com/openhab/openhab-addons:org.openhab.binding.jeelink,T,error,0,0,0,0,0,221
github.com/openhab/openhab-addons:org.openhab.binding.jellyfin,T,error,0,0,0,0,0,222
github.com/openhab/openhab-addons:org.openhab.binding.juicenet,T,error,0,0,0,0,0,223
github.com/openhab/openhab-addons:org.openhab.binding.kaleidescape,T,error,0,0,0,0,0,225
github.com/openhab/openhab-addons:org.openhab.binding.keba,T,error,0,0,0,0,0,226
github.com/openhab/openhab-addons:org.openhab.binding.km200,T,error,0,0,0,0,0,227
github.com/openhab/openhab-addons:org.openhab.binding.knx,T,error,0,0,0,0,0,229
github.com/openhab/openhab-addons:org.openhab.binding.kodi,T,error,0,0,0,0,0,230
github.com/openhab/openhab-addons:org.openhab.binding.konnected,T,error,0,0,0,0,0,231
github.com/openhab/openhab-addons:org.openhab.binding.kostalinverter,T,error,0,0,0,0,0,233
github.com/openhab/openhab-addons:org.openhab.binding.kvv,T,error,0,0,0,0,0,234
github.com/openhab/openhab-addons:org.openhab.binding.lametrictime,T,error,0,0,0,0,0,235
github.com/openhab/openhab-addons:org.openhab.binding.lcn,T,error,0,0,0,0,0,237
github.com/openhab/openhab-addons:org.openhab.binding.leapmotion,T,error,0,0,0,0,0,238
github.com/openhab/openhab-addons:org.openhab.binding.lghombot,T,error,0,0,0,0,0,239
github.com/openhab/openhab-addons:org.openhab.binding.lgtvserial,T,error,0,0,0,0,0,241
github.com/openhab/openhab-addons:org.openhab.binding.lgwebos,T,error,0,0,0,0,0,242
github.com/openhab/openhab-addons:org.openhab.binding.lifx,T,error,0,0,0,0,0,244
github.com/openhab/openhab-addons:org.openhab.binding.linky,T,error,0,0,0,0,0,245
github.com/openhab/openhab-addons:org.openhab.binding.linuxinput,T,error,0,0,0,0,0,246
github.com/openhab/openhab-addons:org.openhab.binding.liquidcheck,T,error,0,0,0,0,0,247
github.com/openhab/openhab-addons:org.openhab.binding.lirc,T,error,0,0,0,0,0,249
github.com/openhab/openhab-addons:org.openhab.binding.livisismarthome,T,error,0,0,0,0,0,250
github.com/openhab/openhab-addons:org.openhab.binding.logreader,T,error,0,0,0,0,0,251
github.com/openhab/openhab-addons:org.openhab.binding.loxone,T,error,0,0,0,0,0,253
github.com/openhab/openhab-addons:org.openhab.binding.lutron,T,error,0,0,0,0,0,255
github.com/openhab/openhab-addons:org.openhab.binding.luxom,T,error,0,0,0,0,0,256
github.com/openhab/openhab-addons:org.openhab.binding.luxtronikheatpump,T,error,0,0,0,0,0,257
github.com/openhab/openhab-addons:org.openhab.binding.magentatv,T,error,0,0,0,0,0,258
github.com/openhab/openhab-addons:org.openhab.binding.mail,T,error,0,0,0,0,0,260
github.com/openhab/openhab-addons:org.openhab.binding.max,T,error,0,0,0,0,0,261
github.com/openhab/openhab-addons:org.openhab.binding.mcd,T,error,0,0,0,0,0,262
github.com/openhab/openhab-addons:org.openhab.binding.mcp23017,T,error,0,0,0,0,0,264
github.com/openhab/openhab-addons:org.openhab.binding.meater,T,error,0,0,0,0,0,265
github.com/openhab/openhab-addons:org.openhab.binding.mecmeter,T,error,0,0,0,0,0,266
github.com/openhab/openhab-addons:org.openhab.binding.melcloud,T,error,0,0,0,0,0,267
github.com/openhab/openhab-addons:org.openhab.binding.mercedesme,T,error,0,0,0,0,0,269
github.com/openhab/openhab-addons:org.openhab.binding.meteoalerte,T,error,0,0,0,0,0,270
github.com/openhab/openhab-addons:org.openhab.binding.meteoblue,T,error,0,0,0,0,0,271
github.com/openhab/openhab-addons:org.openhab.binding.meteostick,T,error,0,0,0,0,0,272
github.com/openhab/openhab-addons:org.openhab.binding.miele,T,error,0,0,0,0,0,274
github.com/openhab/openhab-addons:org.openhab.binding.mielecloud,T,error,0,0,0,0,0,275
github.com/openhab/openhab-addons:org.openhab.binding.mihome,T,error,0,0,0,0,0,277
github.com/openhab/openhab-addons:org.openhab.binding.miio,T,error,0,0,0,0,0,279
github.com/openhab/openhab-addons:org.openhab.binding.mikrotik,T,error,0,0,0,0,0,280
github.com/openhab/openhab-addons:org.openhab.binding.milight,T,error,0,0,0,0,0,281
github.com/openhab/openhab-addons:org.openhab.binding.millheat,T,error,0,0,0,0,0,283
github.com/openhab/openhab-addons:org.openhab.binding.minecraft,T,error,0,0,0,0,0,284
github.com/openhab/openhab-addons:org.openhab.binding.modbus,T,error,0,0,0,0,0,285
github.com/openhab/openhab-addons:org.openhab.binding.modbus.e3dc,T,error,0,0,0,0,0,286
github.com/openhab/openhab-addons:org.openhab.binding.modbus.helioseasycontrols,T,error,0,0,0,0,0,287
github.com/openhab/openhab-addons:org.openhab.binding.modbus.sbc,T,error,0,0,0,0,0,289
github.com/openhab/openhab-addons:org.openhab.binding.modbus.stiebeleltron,T,error,0,0,0,0,0,290
github.com/openhab/openhab-addons:org.openhab.binding.modbus.studer,T,error,0,0,0,0,0,291
github.com/openhab/openhab-addons:org.openhab.binding.modbus.sunspec,T,error,0,0,0,0,0,292
github.com/openhab/openhab-addons:org.openhab.binding.monopriceaudio,T,error,0,0,0,0,0,293
github.com/openhab/openhab-addons:org.openhab.binding.mpd,T,error,0,0,0,0,0,294
github.com/openhab/openhab-addons:org.openhab.binding.mqtt,T,error,0,0,0,0,0,296
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.espmilighthub,T,error,0,0,0,0,0,297
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.generic,T,error,0,0,0,0,0,298
github.com/openhab/openhab-addons:org.openhab.transform.jinja,T,error,0,0,0,0,0,299
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.homeassistant,T,error,0,0,0,0,0,301
github.com/openhab/openhab-addons:org.openhab.binding.mqtt.homie,T,error,0,0,0,0,0,302
github.com/openhab/openhab-addons:org.openhab.binding.mycroft,T,error,0,0,0,0,0,304
github.com/openhab/openhab-addons:org.openhab.binding.mybmw,T,error,0,0,0,0,0,305
github.com/openhab/openhab-addons:org.openhab.binding.mynice,T,error,0,0,0,0,0,306
github.com/openhab/openhab-addons:org.openhab.binding.mystrom,T,error,0,0,0,0,0,308
github.com/openhab/openhab-addons:org.openhab.binding.nanoleaf,T,error,0,0,0,0,0,309
github.com/openhab/openhab-addons:org.openhab.binding.neato,T,error,0,0,0,0,0,310
github.com/openhab/openhab-addons:org.openhab.binding.neeo,T,error,0,0,0,0,0,312
github.com/openhab/openhab-addons:org.openhab.binding.neohub,T,error,0,0,0,0,0,313
github.com/openhab/openhab-addons:org.openhab.binding.nest,T,error,0,0,0,0,0,315
github.com/openhab/openhab-addons:org.openhab.binding.netatmo,T,error,0,0,0,0,0,316
github.com/openhab/openhab-addons:org.openhab.binding.network,T,error,0,0,0,0,0,318
github.com/openhab/openhab-addons:org.openhab.binding.networkupstools,T,error,0,0,0,0,0,319
github.com/openhab/openhab-addons:org.openhab.binding.nibeheatpump,T,error,0,0,0,0,0,321
github.com/openhab/openhab-addons:org.openhab.binding.nibeuplink,T,error,0,0,0,0,0,322
github.com/openhab/openhab-addons:org.openhab.binding.nikobus,T,error,0,0,0,0,0,323
github.com/openhab/openhab-addons:org.openhab.binding.nikohomecontrol,T,error,0,0,0,0,0,324
github.com/openhab/openhab-addons:org.openhab.binding.nobohub,T,error,0,0,0,0,0,326
github.com/openhab/openhab-addons:org.openhab.binding.novafinedust,T,error,0,0,0,0,0,327
github.com/openhab/openhab-addons:org.openhab.binding.ntp,T,error,0,0,0,0,0,328
github.com/openhab/openhab-addons:org.openhab.binding.nuki,T,error,0,0,0,0,0,330
github.com/openhab/openhab-addons:org.openhab.binding.nuvo,T,error,0,0,0,0,0,331
github.com/openhab/openhab-addons:org.openhab.binding.nzwateralerts,T,error,0,0,0,0,0,332
github.com/openhab/openhab-addons:org.openhab.binding.oceanic,T,error,0,0,0,0,0,333
github.com/openhab/openhab-addons:org.openhab.binding.ojelectronics,T,error,0,0,0,0,0,335
github.com/openhab/openhab-addons:org.openhab.binding.omnikinverter,T,error,0,0,0,0,0,336
github.com/openhab/openhab-addons:org.openhab.binding.omnilink,T,error,0,0,0,0,0,337
github.com/openhab/openhab-addons:org.openhab.binding.onebusaway,T,error,0,0,0,0,0,338
github.com/openhab/openhab-addons:org.openhab.binding.onewire,T,error,0,0,0,0,0,340
github.com/openhab/openhab-addons:org.openhab.binding.onewiregpio,T,error,0,0,0,0,0,341
github.com/openhab/openhab-addons:org.openhab.binding.onkyo,T,error,0,0,0,0,0,342
github.com/openhab/openhab-addons:org.openhab.binding.opengarage,T,error,0,0,0,0,0,343
github.com/openhab/openhab-addons:org.openhab.binding.opensprinkler,T,error,0,0,0,0,0,345
github.com/openhab/openhab-addons:org.openhab.binding.openthermgateway,T,error,0,0,0,0,0,346
github.com/openhab/openhab-addons:org.openhab.binding.openuv,T,error,0,0,0,0,0,347
github.com/openhab/openhab-addons:org.openhab.binding.openweathermap,T,error,0,0,0,0,0,349
github.com/openhab/openhab-addons:org.openhab.binding.openwebnet,T,error,0,0,0,0,0,350
github.com/openhab/openhab-addons:org.openhab.binding.oppo,T,error,0,0,0,0,0,351
github.com/openhab/openhab-addons:org.openhab.binding.orbitbhyve,T,error,0,0,0,0,0,352
github.com/openhab/openhab-addons:org.openhab.binding.orvibo,T,error,0,0,0,0,0,353
github.com/openhab/openhab-addons:org.openhab.binding.panasonicbdp,T,error,0,0,0,0,0,355
github.com/openhab/openhab-addons:org.openhab.binding.paradoxalarm,T,error,0,0,0,0,0,356
github.com/openhab/openhab-addons:org.openhab.binding.pentair,T,error,0,0,0,0,0,357
github.com/openhab/openhab-addons:org.openhab.binding.phc,T,error,0,0,0,0,0,358
github.com/openhab/openhab-addons:org.openhab.binding.pilight,T,error,0,0,0,0,0,360
github.com/openhab/openhab-addons:org.openhab.binding.pioneeravr,T,error,0,0,0,0,0,361
github.com/openhab/openhab-addons:org.openhab.binding.pixometer,T,error,0,0,0,0,0,362
github.com/openhab/openhab-addons:org.openhab.binding.pjlinkdevice,T,error,0,0,0,0,0,364
github.com/openhab/openhab-addons:org.openhab.binding.playstation,T,error,0,0,0,0,0,365
github.com/openhab/openhab-addons:org.openhab.binding.plclogo,T,error,0,0,0,0,0,366
github.com/openhab/openhab-addons:org.openhab.binding.plex,T,error,0,0,0,0,0,367
github.com/openhab/openhab-addons:org.openhab.binding.plugwise,T,error,0,0,0,0,0,369
github.com/openhab/openhab-addons:org.openhab.binding.plugwiseha,T,error,0,0,0,0,0,370
github.com/openhab/openhab-addons:org.openhab.binding.powermax,T,error,0,0,0,0,0,372
github.com/openhab/openhab-addons:org.openhab.binding.proteusecometer,T,error,0,0,0,0,0,373
github.com/openhab/openhab-addons:org.openhab.binding.prowl,T,error,0,0,0,0,0,374
github.com/openhab/openhab-addons:org.openhab.binding.publictransportswitzerland,T,error,0,0,0,0,0,375
github.com/openhab/openhab-addons:org.openhab.binding.pulseaudio,T,error,0,0,0,0,0,377
github.com/openhab/openhab-addons:org.openhab.binding.pushbullet,T,error,0,0,0,0,0,378
github.com/openhab/openhab-addons:org.openhab.binding.pushover,T,error,0,0,0,0,0,379
github.com/openhab/openhab-addons:org.openhab.binding.pushsafer,T,error,0,0,0,0,0,380
github.com/openhab/openhab-addons:org.openhab.binding.qbus,T,error,0,0,0,0,0,382
github.com/openhab/openhab-addons:org.openhab.binding.qolsysiq,T,error,0,0,0,0,0,383
github.com/openhab/openhab-addons:org.openhab.binding.radiothermostat,T,error,0,0,0,0,0,384
github.com/openhab/openhab-addons:org.openhab.binding.regoheatpump,T,error,0,0,0,0,0,385
github.com/openhab/openhab-addons:org.openhab.binding.remoteopenhab,T,error,0,0,0,0,0,387
github.com/openhab/openhab-addons:org.openhab.binding.renault,T,error,0,0,0,0,0,388
github.com/openhab/openhab-addons:org.openhab.binding.resol,T,error,0,0,0,0,0,389
github.com/openhab/openhab-addons:org.openhab.binding.revogi,T,error,0,0,0,0,0,391
github.com/openhab/openhab-addons:org.openhab.binding.rfxcom,T,error,0,0,0,0,0,392
github.com/openhab/openhab-addons:org.openhab.binding.rme,T,error,0,0,0,0,0,393
github.com/openhab/openhab-addons:org.openhab.binding.robonect,T,error,0,0,0,0,0,395
github.com/openhab/openhab-addons:org.openhab.binding.roku,T,error,0,0,0,0,0,396
github.com/openhab/openhab-addons:org.openhab.binding.rotel,T,error,0,0,0,0,0,397
github.com/openhab/openhab-addons:org.openhab.binding.russound,T,error,0,0,0,0,0,399
github.com/openhab/openhab-addons:org.openhab.binding.sagercaster,T,error,0,0,0,0,0,400
github.com/openhab/openhab-addons:org.openhab.binding.samsungtv,T,error,0,0,0,0,0,401
github.com/openhab/openhab-addons:org.openhab.binding.satel,T,error,0,0,0,0,0,403
github.com/openhab/openhab-addons:org.openhab.binding.semsportal,T,error,0,0,0,0,0,404
github.com/openhab/openhab-addons:org.openhab.binding.senechome,T,error,0,0,0,0,0,405
github.com/openhab/openhab-addons:org.openhab.binding.seneye,T,error,0,0,0,0,0,407
github.com/openhab/openhab-addons:org.openhab.binding.sensebox,T,error,0,0,0,0,0,408
github.com/openhab/openhab-addons:org.openhab.binding.sensibo,T,error,0,0,0,0,0,409
github.com/openhab/openhab-addons:org.openhab.binding.sensorcommunity,T,error,0,0,0,0,0,410
github.com/openhab/openhab-addons:org.openhab.binding.serial,T,error,0,0,0,0,0,411
github.com/openhab/openhab-addons:org.openhab.binding.serialbutton,T,error,0,0,0,0,0,413
github.com/openhab/openhab-addons:org.openhab.binding.shelly,T,error,0,0,0,0,0,414
github.com/openhab/openhab-addons:org.openhab.binding.siemensrds,T,error,0,0,0,0,0,416
github.com/openhab/openhab-addons:org.openhab.binding.silvercrestwifisocket,T,error,0,0,0,0,0,417
github.com/openhab/openhab-addons:org.openhab.binding.sinope,T,error,0,0,0,0,0,418
github.com/openhab/openhab-addons:org.openhab.binding.sleepiq,T,error,0,0,0,0,0,420
github.com/openhab/openhab-addons:org.openhab.binding.smaenergymeter,T,error,0,0,0,0,0,421
github.com/openhab/openhab-addons:org.openhab.binding.smartmeter,T,error,0,0,0,0,0,422
github.com/openhab/openhab-addons:org.openhab.binding.smartthings,T,error,0,0,0,0,0,423
github.com/openhab/openhab-addons:org.openhab.binding.smgw,T,error,0,0,0,0,0,425
github.com/openhab/openhab-addons:org.openhab.binding.smhi,T,error,0,0,0,0,0,426
github.com/openhab/openhab-addons:org.openhab.binding.smsmodem,T,error,0,0,0,0,0,427
github.com/openhab/openhab-addons:org.openhab.binding.sncf,T,error,0,0,0,0,0,428
github.com/openhab/openhab-addons:org.openhab.binding.snmp,T,error,0,0,0,0,0,429
github.com/openhab/openhab-addons:org.openhab.binding.solaredge,T,error,0,0,0,0,0,431
github.com/openhab/openhab-addons:org.openhab.binding.solarlog,T,error,0,0,0,0,0,432
github.com/openhab/openhab-addons:org.openhab.binding.solarmax,T,error,0,0,0,0,0,433
github.com/openhab/openhab-addons:org.openhab.binding.solarwatt,T,error,0,0,0,0,0,434
github.com/openhab/openhab-addons:org.openhab.binding.solax,T,error,0,0,0,0,0,435
github.com/openhab/openhab-addons:org.openhab.binding.somfymylink,T,error,0,0,0,0,0,437
github.com/openhab/openhab-addons:org.openhab.binding.somfytahoma,T,error,0,0,0,0,0,438
github.com/openhab/openhab-addons:org.openhab.binding.somneo,T,error,0,0,0,0,0,439
github.com/openhab/openhab-addons:org.openhab.binding.sonnen,T,error,0,0,0,0,0,440
github.com/openhab/openhab-addons:org.openhab.binding.sonos,T,error,0,0,0,0,0,442
github.com/openhab/openhab-addons:org.openhab.binding.sonyaudio,T,error,0,0,0,0,0,443
github.com/openhab/openhab-addons:org.openhab.binding.sonyprojector,T,error,0,0,0,0,0,445
github.com/openhab/openhab-addons:org.openhab.binding.souliss,T,error,0,0,0,0,0,446
github.com/openhab/openhab-addons:org.openhab.binding.speedtest,T,error,0,0,0,0,0,447
github.com/openhab/openhab-addons:org.openhab.binding.spotify,T,error,0,0,0,0,0,449
github.com/openhab/openhab-addons:org.openhab.binding.squeezebox,T,error,0,0,0,0,0,450
github.com/openhab/openhab-addons:org.openhab.binding.surepetcare,T,error,0,0,0,0,0,451
github.com/openhab/openhab-addons:org.openhab.binding.synopanalyzer,T,error,0,0,0,0,0,452
github.com/openhab/openhab-addons:org.openhab.binding.systeminfo,T,error,0,0,0,0,0,454
github.com/openhab/openhab-addons:org.openhab.binding.tacmi,T,error,0,0,0,0,0,455
github.com/openhab/openhab-addons:org.openhab.binding.tado,T,error,0,0,0,0,0,457
github.com/openhab/openhab-addons:org.openhab.binding.tankerkoenig,T,error,0,0,0,0,0,459
github.com/openhab/openhab-addons:org.openhab.binding.tapocontrol,T,error,0,0,0,0,0,460
github.com/openhab/openhab-addons:org.openhab.binding.tasmotaplug,T,error,0,0,0,0,0,461
github.com/openhab/openhab-addons:org.openhab.binding.telegram,T,error,0,0,0,0,0,462
github.com/openhab/openhab-addons:org.openhab.binding.teleinfo,T,error,0,0,0,0,0,464
github.com/openhab/openhab-addons:org.openhab.binding.tellstick,T,error,0,0,0,0,0,465
github.com/openhab/openhab-addons:org.openhab.binding.tesla,T,error,0,0,0,0,0,466
github.com/openhab/openhab-addons:org.openhab.binding.tibber,T,error,0,0,0,0,0,468
github.com/openhab/openhab-addons:org.openhab.binding.tivo,T,error,0,0,0,0,0,469
github.com/openhab/openhab-addons:org.openhab.binding.touchwand,T,error,0,0,0,0,0,470
github.com/openhab/openhab-addons:org.openhab.binding.tplinkrouter,T,error,0,0,0,0,0,471
github.com/openhab/openhab-addons:org.openhab.binding.tplinksmarthome,T,error,0,0,0,0,0,473
github.com/openhab/openhab-addons:org.openhab.binding.tr064,T,error,0,0,0,0,0,474
github.com/openhab/openhab-addons:org.openhab.binding.tradfri,T,error,0,0,0,0,0,476
github.com/openhab/openhab-addons:org.openhab.binding.unifi,T,error,0,0,0,0,0,477
github.com/openhab/openhab-addons:org.openhab.binding.unifiedremote,T,error,0,0,0,0,0,478
github.com/openhab/openhab-addons:org.openhab.binding.upb,T,error,0,0,0,0,0,480
github.com/openhab/openhab-addons:org.openhab.binding.upnpcontrol,T,error,0,0,0,0,0,481
github.com/openhab/openhab-addons:org.openhab.binding.urtsi,T,error,0,0,0,0,0,482
github.com/openhab/openhab-addons:org.openhab.binding.valloxmv,T,error,0,0,0,0,0,483
github.com/openhab/openhab-addons:org.openhab.binding.vdr,T,error,0,0,0,0,0,485
github.com/openhab/openhab-addons:org.openhab.binding.vektiva,T,error,0,0,0,0,0,486
github.com/openhab/openhab-addons:org.openhab.binding.velbus,T,error,0,0,0,0,0,487
github.com/openhab/openhab-addons:org.openhab.binding.velux,T,error,0,0,0,0,0,489
github.com/openhab/openhab-addons:org.openhab.binding.venstarthermostat,T,error,0,0,0,0,0,490
github.com/openhab/openhab-addons:org.openhab.binding.ventaair,T,error,0,0,0,0,0,491
github.com/openhab/openhab-addons:org.openhab.binding.verisure,T,error,0,0,0,0,0,493
github.com/openhab/openhab-addons:org.openhab.binding.vesync,T,error,0,0,0,0,0,494
github.com/openhab/openhab-addons:org.openhab.binding.vigicrues,T,error,0,0,0,0,0,495
github.com/openhab/openhab-addons:org.openhab.binding.vitotronic,T,error,0,0,0,0,0,497
github.com/openhab/openhab-addons:org.openhab.binding.vizio,T,error,0,0,0,0,0,498
github.com/openhab/openhab-addons:org.openhab.binding.volvooncall,T,error,0,0,0,0,0,499
github.com/openhab/openhab-addons:org.openhab.binding.volumio,T,error,0,0,0,0,0,500
github.com/openhab/openhab-addons:org.openhab.binding.warmup,T,error,0,0,0,0,0,502
github.com/openhab/openhab-addons:org.openhab.binding.weathercompany,T,error,0,0,0,0,0,503
github.com/openhab/openhab-addons:org.openhab.binding.weatherunderground,T,error,0,0,0,0,0,504
github.com/openhab/openhab-addons:org.openhab.binding.webexteams,T,error,0,0,0,0,0,505
github.com/openhab/openhab-addons:org.openhab.binding.webthing,T,error,0,0,0,0,0,507
github.com/openhab/openhab-addons:org.openhab.binding.wemo,T,error,0,0,0,0,0,508
github.com/openhab/openhab-addons:org.openhab.binding.wifiled,T,error,0,0,0,0,0,509
github.com/openhab/openhab-addons:org.openhab.binding.windcentrale,T,error,0,0,0,0,0,511
github.com/openhab/openhab-addons:org.openhab.binding.wlanthermo,T,error,0,0,0,0,0,512
github.com/openhab/openhab-addons:org.openhab.binding.wled,T,error,0,0,0,0,0,513
github.com/openhab/openhab-addons:org.openhab.binding.wolfsmartset,T,error,0,0,0,0,0,515
github.com/openhab/openhab-addons:org.openhab.binding.wundergroundupdatereceiver,T,error,0,0,0,0,0,516
github.com/openhab/openhab-addons:org.openhab.binding.x,T,error,0,0,0,0,0,517
github.com/openhab/openhab-addons:org.openhab.binding.xmltv,T,error,0,0,0,0,0,518
github.com/openhab/openhab-addons:org.openhab.binding.xmppclient,T,error,0,0,0,0,0,519
github.com/openhab/openhab-addons:org.openhab.binding.yamahamusiccast,T,error,0,0,0,0,0,520
github.com/openhab/openhab-addons:org.openhab.binding.yamahareceiver,T,error,0,0,0,0,0,522
github.com/openhab/openhab-addons:org.openhab.binding.yeelight,T,error,0,0,0,0,0,523
github.com/openhab/openhab-addons:org.openhab.binding.yioremote,T,error,0,0,0,0,0,524
github.com/openhab/openhab-addons:org.openhab.binding.zoneminder,T,error,0,0,0,0,0,526
github.com/openhab/openhab-addons:org.openhab.binding.zway,T,error,0,0,0,0,0,527
github.com/openhab/openhab-addons:org.openhab.io.homekit,T,error,0,0,0,0,0,529
github.com/openhab/openhab-addons:org.openhab.io.hueemulation,T,error,0,0,0,0,0,530
github.com/openhab/openhab-addons:org.openhab.io.metrics,T,error,0,0,0,0,0,532
github.com/openhab/openhab-addons:org.openhab.io.neeo,T,error,0,0,0,0,0,533
github.com/openhab/openhab-addons:org.openhab.io.openhabcloud,T,error,0,0,0,0,0,535
github.com/openhab/openhab-addons:org.openhab.persistence.dynamodb,T,error,0,0,0,0,0,536
github.com/openhab/openhab-addons:org.openhab.persistence.influxdb,T,error,0,0,0,0,0,538
github.com/openhab/openhab-addons:org.openhab.persistence.inmemory,T,error,0,0,0,0,0,539
github.com/openhab/openhab-addons:org.openhab.persistence.jdbc,T,error,0,0,0,0,0,540
github.com/openhab/openhab-addons:org.openhab.persistence.jpa,T,error,0,0,0,0,0,542
github.com/openhab/openhab-addons:org.openhab.persistence.mapdb,T,error,0,0,0,0,0,543
github.com/openhab/openhab-addons:org.openhab.persistence.mongodb,T,error,0,0,0,0,0,544
github.com/openhab/openhab-addons:org.openhab.persistence.rrd4j,T,error,0,0,0,0,0,545
github.com/openhab/openhab-addons:org.openhab.transform.bin2json,T,error,0,0,0,0,0,546
github.com/openhab/openhab-addons:org.openhab.transform.exec,T,error,0,0,0,0,0,548
github.com/openhab/openhab-addons:org.openhab.transform.jsonpath,T,error,0,0,0,0,0,549
github.com/openhab/openhab-addons:org.openhab.transform.regex,T,error,0,0,0,0,0,550
github.com/openhab/openhab-addons:org.openhab.transform.rollershutterposition,T,error,0,0,0,0,0,551
github.com/openhab/openhab-addons:org.openhab.transform.scale,T,error,0,0,0,0,0,552
github.com/openhab/openhab-addons:org.openhab.transform.vat,T,error,0,0,0,0,0,553
github.com/openhab/openhab-addons:org.openhab.transform.xpath,T,error,0,0,0,0,0,555
github.com/openhab/openhab-addons:org.openhab.transform.xslt,T,error,0,0,0,0,0,556
github.com/openhab/openhab-addons:org.openhab.voice.googlestt,T,error,0,0,0,0,0,557
github.com/openhab/openhab-addons:org.openhab.voice.googletts,T,error,0,0,0,0,0,558
github.com/openhab/openhab-addons:org.openhab.voice.mactts,T,error,0,0,0,0,0,559
github.com/openhab/openhab-addons:org.openhab.voice.marytts,T,error,0,0,0,0,0,561
github.com/openhab/openhab-addons:org.openhab.voice.mimictts,T,error,0,0,0,0,0,562
